what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui",1505318658364
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1505318658426
started,bundle,org.eclipse.jdt.debug.ui,3.4.0.v20090527,"org.eclipse.jdt.debug.ui",1505318658490
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.RunLast",1505318659356
opened,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1505318659725
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505318662175
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505318681567
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1505318684260
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1505318698725
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505318699645
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505318722111
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1505318726816
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1505318734651
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1505318751707
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505318761583
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505318761702
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1505318763119
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505318769180
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505318769271
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505318771145
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505318773955
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1505318778256
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505318779864
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505318786900
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505318794214
