what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1505186870983
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505186874652
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505186876536
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505186878399
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505186880469
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505186882452
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505186883083
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505186887179
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505186892764
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1505186904848
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1505186928527
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505186931732
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505186940006
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1505186957378
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1505186968370
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1505186976700
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1505186984281
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1505186997497
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1505187001526
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1505187013702
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505187019893
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505187020848
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505187021976
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505187025025
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505187028944
