what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505232849889
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505232867211
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1505232872943
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1505232880720
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505232881074
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505233335538
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1505233336698
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1505233360098
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1505233397898
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.RunLast",1505233417634
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505233417658
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505233419464
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1505233482954
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1505233484198
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1505233486524
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505233491483
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505233516835
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505233523675
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505275234685
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1505275243418
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1505275249860
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1505275250719
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1505275255385
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1505275256741
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1505275257384
