what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1505285685302
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1505285706348
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1505285715372
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1505285719200
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1505285719994
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505285729613
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.findReplace",1505285729657
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505285737070
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1505285737189
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505285738158
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505285743103
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1505285743208
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505285744074
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505285746122
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1505285746224
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1505285747046
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1505285755574
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.RunLast",1505285757233
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1505285759246
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505285762852
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505285762962
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1505285765209
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1505285774510
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1505285786057
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505285798794
