what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505000162500
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505000164900
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1505000183846
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1505000215626
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1505000230757
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1505000246986
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1505000262151
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505000268956
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505000270980
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505000277580
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505000279693
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505000286443
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505000293363
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505000302565
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505000308688
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1505000339136
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505000355099
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505000361295
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505000363932
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505000368832
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1505000372494
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505000381172
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505000412392
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1505000420218
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505000421251
