what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505280432040
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505280434743
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505280453442
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505280461677
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505280467598
activated,view,org.eclipse.mylyn.tasks.ui,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1505280472174
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1505280472230
closed,view,org.eclipse.mylyn.tasks.ui,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1505280472248
activated,view,org.eclipse.help.ui,3.4.0.v20090528,"org.eclipse.help.ui.HelpView",1505280472967
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1505280473007
closed,view,org.eclipse.help.ui,3.4.0.v20090528,"org.eclipse.help.ui.HelpView",1505280473043
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1505280497940
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1505280499802
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.RunLast",1505280508003
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1505280510654
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505280513252
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505280587486
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.RunLast",1505280589448
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505280594634
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505280626240
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.RunLast",1505280627862
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505280633022
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505280636788
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1505280636846
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.RunLast",1505280638529
