what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505318802707
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1505318805476
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505318808601
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505318814412
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1505318819309
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505318820676
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505318823039
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505318824748
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505318858432
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1505318861564
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1505318864590
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1505318871736
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505318876857
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505318945191
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1505318949811
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1505318950135
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1505318954360
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1505318970055
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1505318974230
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1505318978750
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1505318979075
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1505318987445
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1505318993826
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1505319005097
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505319019576
