what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1505097609878
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505097613615
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505102486176
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505102490032
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505102494445
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505102505718
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505102508055
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505102518152
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505102636048
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505102637124
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505102637571
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505102639571
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505102641249
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1505102641427
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1505102643504
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1505102644018
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.selectAll",1505102655789
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1505102655832
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1505102657111
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1505102657466
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.redo",1505102660524
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.redo",1505102660888
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505102673834
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1505102685611
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1505102714367
